block_id,direction,source_accession,target_accession,query_name,query_length,query_start,query_end,strand,target_name,target_length,target_start,target_end,matches,alignment_bases,identity,mapq,alignment_type,chain_score,secondary_score,qualifying,reciprocal
GCF_005843885.1_to_GCF_000005845.2:43,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,2237514,2268711,-,NC_000913.3,4641652,3770230,3796860,23599,32613,0.72360715,60,P,10589,4950,false,false
GCF_005843885.1_to_GCF_000005845.2:44,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,107307,143706,+,NC_000913.3,4641652,2168630,2198054,25748,37689,0.68317016,60,P,11150,4945,false,false
GCF_005843885.1_to_GCF_000005845.2:45,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,2467509,2490431,+,NC_000913.3,4641652,4233668,4260047,21356,26591,0.80312888,60,P,9083,4954,false,false
GCF_005843885.1_to_GCF_000005845.2:46,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,4133844,4154965,+,NC_000913.3,4641652,1065508,1086116,19491,21349,0.91297016,60,P,11849,4906,true,true
GCF_005843885.1_to_GCF_000005845.2:47,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,2096884,2121375,-,NC_000913.3,4641652,3842112,3875478,22494,33460,0.67226539,60,P,8140,4950,false,false
GCF_005843885.1_to_GCF_000005845.2:48,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,4602887,4624745,+,NC_000913.3,4641652,1532962,1557050,20419,24131,0.84617297,60,P,10815,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:49,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,784506,806701,+,NC_000913.3,4641652,2906521,2933469,20535,27178,0.75557436,60,P,10330,4945,false,false
GCF_005843885.1_to_GCF_000005845.2:50,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,39902,104838,+,NC_000913.3,4641652,2141418,2164988,21147,65688,0.32193095,60,P,10025,4945,false,false
GCF_005843885.1_to_GCF_000005845.2:51,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,2075498,2096263,-,NC_000913.3,4641652,3876101,3896862,19438,20775,0.93564380,60,P,8753,4950,true,true
GCF_005843885.1_to_GCF_000005845.2:52,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,4659086,4684101,+,NC_000913.3,4641652,1590960,1622356,22208,32112,0.69157947,60,P,7569,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:53,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,2935267,2953754,+,NC_000913.3,4641652,4603361,4621677,17090,18828,0.90769067,60,P,9416,4954,true,true
GCF_005843885.1_to_GCF_000005845.2:54,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,2954144,2972657,+,NC_000913.3,4641652,4623110,4641634,17229,18715,0.92059845,60,P,7104,4954,true,true
GCF_005843885.1_to_GCF_000005845.2:55,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,285904,309061,+,NC_000913.3,4641652,2349934,2373256,21081,23347,0.90294256,60,P,6780,4945,true,true
GCF_005843885.1_to_GCF_000005845.2:56,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,3586264,3603739,+,NC_000913.3,4641652,587169,604735,16405,17601,0.93204932,60,P,7897,4906,true,true
GCF_005843885.1_to_GCF_000005845.2:57,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,1845814,1867562,+,NC_000913.3,4641652,3722331,3744137,19806,21839,0.90690966,60,P,6546,5026,true,true
GCF_005843885.1_to_GCF_000005845.2:58,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,4311158,4332446,+,NC_000913.3,4641652,1230664,1252959,19329,22429,0.86178608,60,P,6158,4906,true,true
GCF_005843885.1_to_GCF_000005845.2:59,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,1218633,1236724,+,NC_000913.3,4641652,3112090,3130125,16761,18117,0.92515317,60,P,8319,5026,true,true
GCF_005843885.1_to_GCF_000005845.2:60,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,764291,780475,+,NC_000913.3,4641652,2887321,2903497,15119,16196,0.93350210,60,P,7666,4945,true,true
GCF_005843885.1_to_GCF_000005845.2:61,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,1377862,1397118,+,NC_000913.3,4641652,3253339,3281075,17429,28030,0.62179807,60,P,6645,5026,false,false
GCF_005843885.1_to_GCF_000005845.2:62,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,2426150,2448712,+,NC_000913.3,4641652,4213687,4231674,14364,25174,0.57058870,60,P,5840,4954,false,false
GCF_005843885.1_to_GCF_000005845.2:63,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,665901,679703,+,NC_000913.3,4641652,2800553,2813956,12704,13805,0.92024629,60,P,7579,4945,true,true
GCF_005843885.1_to_GCF_000005845.2:64,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,2272905,2287640,-,NC_000913.3,4641652,3751126,3765895,13599,14956,0.90926718,60,P,5393,4950,true,true
GCF_005843885.1_to_GCF_000005845.2:65,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,1749477,1763764,+,NC_000913.3,4641652,3636228,3650652,13351,14479,0.92209407,60,P,6596,5026,true,true
GCF_005843885.1_to_GCF_000005845.2:66,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,3743421,3755334,+,NC_000913.3,4641652,753132,765052,11454,11938,0.95945720,60,P,8120,4906,true,true
GCF_005843885.1_to_GCF_000005845.2:67,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,2202277,2217917,-,NC_000913.3,4641652,3815125,3831822,14394,16738,0.85995937,60,P,5856,4950,true,true
GCF_005843885.1_to_GCF_000005845.2:68,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,4376739,4393868,+,NC_000913.3,4641652,1295437,1313773,15483,18361,0.84325472,60,P,4294,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:69,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,1359223,1377622,+,NC_000913.3,4641652,3239760,3252662,11911,18421,0.64659899,60,P,4738,5026,false,false
GCF_005843885.1_to_GCF_000005845.2:70,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,937133,951289,+,NC_000913.3,4641652,3059751,3073892,12753,14325,0.89026178,60,P,5132,4945,true,true
GCF_005843885.1_to_GCF_000005845.2:71,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,3322520,3332666,+,NC_000913.3,4641652,332464,342593,9647,10148,0.95063067,60,P,5998,4906,true,true
GCF_005843885.1_to_GCF_000005845.2:72,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,5053135,5068517,+,NC_000913.3,4641652,2018772,2034143,13815,15400,0.89707792,60,P,3875,4906,true,true
GCF_005843885.1_to_GCF_000005845.2:73,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,2219217,2229065,-,NC_000913.3,4641652,3805242,3815091,9366,9850,0.95086294,60,P,5426,4950,false,false
GCF_005843885.1_to_GCF_000005845.2:74,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,3640381,3652996,+,NC_000913.3,4641652,643514,656125,11533,12625,0.91350495,60,P,3742,4906,true,true
GCF_005843885.1_to_GCF_000005845.2:75,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,2849298,2859890,+,NC_000913.3,4641652,4480932,4497213,9757,16503,0.59122584,60,P,4430,4954,false,false
GCF_005843885.1_to_GCF_000005845.2:76,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,2894196,2905211,+,NC_000913.3,4641652,4558360,4571855,10159,13523,0.75123863,60,P,3504,4954,false,false
GCF_005843885.1_to_GCF_000005845.2:77,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,4477219,4488420,+,NC_000913.3,4641652,1405658,1416600,10046,11214,0.89584448,60,P,4811,4906,true,true
GCF_005843885.1_to_GCF_000005845.2:78,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,1881019,1888686,-,NC_000913.3,4641652,4079177,4086841,7403,7668,0.96544079,60,P,5348,4950,false,false
GCF_005843885.1_to_GCF_000005845.2:79,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,3540763,3549253,+,NC_000913.3,4641652,514428,522830,7976,8500,0.93835294,60,P,4503,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:80,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,3290285,3298731,+,NC_000913.3,4641652,253699,262858,7924,9222,0.85924962,60,P,4245,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:81,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,5112280,5120750,+,NC_000913.3,4641652,2089863,2098322,7946,8471,0.93802385,60,P,4015,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:82,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,3729209,3739074,+,NC_000913.3,4641652,738951,748835,9033,9886,0.91371637,60,P,2730,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:83,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,5008116,5024554,+,NC_000913.3,4641652,1988582,1999581,9936,16449,0.60404888,60,P,2897,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:84,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,5074360,5085167,+,NC_000913.3,4641652,2053520,2065732,9720,12234,0.79450711,60,P,2213,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:85,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,1738528,1746462,+,NC_000913.3,4641652,3624232,3630820,6322,7934,0.79682380,60,P,3858,5026,false,false
GCF_005843885.1_to_GCF_000005845.2:86,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,388743,397405,+,NC_000913.3,4641652,2456333,2466526,7952,10215,0.77846304,60,P,2795,4945,false,false
GCF_005843885.1_to_GCF_000005845.2:87,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,4920796,4929354,+,NC_000913.3,4641652,1899161,1907733,7826,8576,0.91254664,60,P,3051,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:88,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,1834562,1844386,+,NC_000913.3,4641652,3710428,3720319,8803,9898,0.88937159,60,P,2206,5026,false,false
GCF_005843885.1_to_GCF_000005845.2:89,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,4533222,4544475,+,NC_000913.3,4641652,1434751,1445896,9821,11294,0.86957677,60,P,2381,4906,true,true
GCF_005843885.1_to_GCF_000005845.2:90,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,650502,655678,+,NC_000913.3,4641652,2788835,2794011,4949,5176,0.95614374,60,P,3042,4945,false,false
GCF_005843885.1_to_GCF_000005845.2:91,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,5105365,5112063,+,NC_000913.3,4641652,2081062,2089205,6169,8161,0.75591227,60,P,2709,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:92,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,954751,959943,+,NC_000913.3,4641652,3074219,3079411,4910,5192,0.94568567,60,P,3027,4945,false,false
GCF_005843885.1_to_GCF_000005845.2:93,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,1399072,1404286,+,NC_000913.3,4641652,3281781,3286994,4922,5214,0.94399693,60,P,2213,5026,false,false
GCF_005843885.1_to_GCF_000005845.2:94,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,2070143,2074807,-,NC_000913.3,4641652,3906874,3911630,4479,4756,0.94175778,60,P,2555,4950,false,false
GCF_005843885.1_to_GCF_000005845.2:95,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,4626128,4634767,+,NC_000913.3,4641652,1563403,1572057,7658,8661,0.88419351,60,P,1759,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:96,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,2331179,2336040,+,NC_000913.3,4641652,4127284,4132269,4623,4987,0.92701023,60,P,2324,4954,false,false
GCF_005843885.1_to_GCF_000005845.2:97,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,4369178,4376500,+,NC_000913.3,4641652,1287066,1294215,6430,7336,0.87649945,60,P,2178,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:98,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,2927973,2934876,+,NC_000913.3,4641652,4596067,4602979,6213,6916,0.89835165,60,P,1356,4954,false,false
GCF_005843885.1_to_GCF_000005845.2:99,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,2230185,2234863,-,NC_000913.3,4641652,3799462,3804138,4417,4682,0.94340026,60,P,2119,4950,false,false
GCF_005843885.1_to_GCF_000005845.2:100,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,1353837,1358818,+,NC_000913.3,4641652,3234734,3239537,4509,4981,0.90523991,60,P,2007,5026,false,false
GCF_005843885.1_to_GCF_000005845.2:101,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,280874,285716,+,NC_000913.3,4641652,2344590,2349523,4536,4935,0.91914894,60,P,2062,4945,false,false
GCF_005843885.1_to_GCF_000005845.2:102,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,5046915,5052789,+,NC_000913.3,4641652,2012563,2018426,5341,5874,0.90926115,60,P,1557,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:103,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,4999256,5005859,+,NC_000913.3,4641652,1979720,1986324,5935,6616,0.89706771,60,P,1229,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:104,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,2910099,2913828,+,NC_000913.3,4641652,4587908,4591446,3432,3732,0.91961415,60,P,2306,4954,false,false
GCF_005843885.1_to_GCF_000005845.2:105,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,3380469,3385184,+,NC_000913.3,4641652,385120,389901,4357,4788,0.90998329,60,P,1585,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:106,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,1870423,1875184,+,NC_000913.3,4641652,3746066,3750827,4376,4761,0.91913464,60,P,1475,5026,false,false
GCF_005843885.1_to_GCF_000005845.2:107,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,2889012,2893073,+,NC_000913.3,4641652,4551342,4555349,3762,4062,0.92614476,60,P,1737,4954,false,false
GCF_005843885.1_to_GCF_000005845.2:108,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,1777019,1783447,+,NC_000913.3,4641652,3657735,3664231,5624,6525,0.86191571,60,P,957,5026,false,false
GCF_005843885.1_to_GCF_000005845.2:109,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,2490596,2494560,+,NC_000913.3,4641652,4261764,4265731,3664,3967,0.92361986,60,P,920,4954,false,false
GCF_005843885.1_to_GCF_000005845.2:110,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,4915199,4920198,+,NC_000913.3,4641652,1893993,1898563,4139,5001,0.82763447,60,P,1410,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:111,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,655918,660327,+,NC_000913.3,4641652,2794178,2798593,3997,4415,0.90532276,60,P,1191,4945,false,false
GCF_005843885.1_to_GCF_000005845.2:112,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,1888965,1891909,-,NC_000913.3,4641652,4075494,4078438,2812,2944,0.95516304,60,P,1683,4950,false,false
GCF_005843885.1_to_GCF_000005845.2:113,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,3114352,3117997,+,NC_000913.3,4641652,145957,149618,3358,3661,0.91723573,60,P,1278,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:114,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,4472833,4477052,+,NC_000913.3,4641652,1394909,1400327,3811,5420,0.70313653,60,P,1026,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:115,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,3246170,3249317,+,NC_000913.3,4641652,246781,249965,2939,3191,0.92102789,60,P,1278,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:116,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,3635991,3640070,+,NC_000913.3,4641652,637716,641869,3649,4162,0.87674195,60,P,1655,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:117,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,3603922,3606619,+,NC_000913.3,4641652,604768,607467,2562,2699,0.94924046,60,P,1355,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:118,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,5035047,5039561,+,NC_000913.3,4641652,2005311,2009714,3914,4519,0.86612082,60,P,593,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:119,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,1350068,1352835,+,NC_000913.3,4641652,3231449,3234151,2520,2768,0.91040462,60,P,1014,5026,false,false
GCF_005843885.1_to_GCF_000005845.2:120,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,3314580,3317366,+,NC_000913.3,4641652,321670,324456,2573,2786,0.92354630,60,P,964,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:121,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,2843018,2845062,+,NC_000913.3,4641652,4470523,4472568,1924,2045,0.94083130,60,P,750,4954,false,false
GCF_005843885.1_to_GCF_000005845.2:122,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,1787248,1789822,+,NC_000913.3,4641652,3669528,3672102,2313,2575,0.89825243,60,P,957,5026,false,false
GCF_005843885.1_to_GCF_000005845.2:123,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,2495269,2497752,+,NC_000913.3,4641652,4265770,4268252,2222,2484,0.89452496,60,P,363,4954,false,false
GCF_005843885.1_to_GCF_000005845.2:124,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,5029525,5032269,+,NC_000913.3,4641652,1999581,2002328,2434,2750,0.88509091,60,P,349,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:125,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,2845793,2847865,+,NC_000913.3,4641652,4477315,4479486,1894,2173,0.87160607,60,P,563,4954,false,false
GCF_005843885.1_to_GCF_000005845.2:126,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,4306062,4307976,+,NC_000913.3,4641652,1224289,1226203,1750,1914,0.91431557,60,P,517,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:127,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,1774518,1776827,+,NC_000913.3,4641652,3655249,3657557,2048,2309,0.88696405,60,P,645,5026,false,false
GCF_005843885.1_to_GCF_000005845.2:128,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,1209143,1210628,+,NC_000913.3,4641652,3110602,3112087,1382,1485,0.93063973,60,P,732,0,false,false
GCF_005843885.1_to_GCF_000005845.2:129,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,5103343,5104891,+,NC_000913.3,4641652,2079045,2080593,1413,1548,0.91279070,60,P,433,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:130,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,4685773,4687778,+,NC_000913.3,4641652,1622545,1624544,1777,2008,0.88496016,60,P,398,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:131,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,4307967,4309536,+,NC_000913.3,4641652,1227702,1229272,1414,1570,0.90063694,60,P,349,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:132,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,4492104,4493040,+,NC_000913.3,4641652,1420677,1421613,902,936,0.96367521,60,P,559,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:133,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,780945,782073,+,NC_000913.3,4641652,2904377,2905507,1035,1130,0.91592920,60,P,290,4945,false,false
GCF_005843885.1_to_GCF_000005845.2:134,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,5006251,5007634,+,NC_000913.3,4641652,1986719,1988098,1230,1385,0.88808664,60,P,154,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:135,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,1178151,1179176,+,NC_000913.3,4641652,2077140,2078152,922,1026,0.89863548,60,P,720,0,false,false
GCF_005843885.1_to_GCF_000005845.2:136,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,2887823,2888662,+,NC_000913.3,4641652,4537741,4538580,756,839,0.90107271,60,P,278,4954,false,false
GCF_005843885.1_to_GCF_000005845.2:137,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,3726639,3727083,+,NC_000913.3,4641652,734714,735158,433,444,0.97522523,60,P,356,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:138,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,38185,38884,+,NC_000913.3,4641652,2139701,2140400,628,699,0.89842632,60,P,160,4945,false,false
GCF_005843885.1_to_GCF_000005845.2:139,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,876647,877601,+,NC_000913.3,4641652,2998983,2999935,832,955,0.87120419,60,P,414,4945,false,false
GCF_005843885.1_to_GCF_000005845.2:140,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,4490526,4490903,+,NC_000913.3,4641652,1418247,1418625,364,378,0.96296296,60,P,740,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:141,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,5070578,5071336,+,NC_000913.3,4641652,2035726,2036484,663,758,0.87467018,60,P,63,4906,false,false
GCF_005843885.1_to_GCF_000005845.2:142,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,279608,280324,+,NC_000913.3,4641652,2343330,2344046,625,716,0.87290503,60,P,116,4945,false,false
GCF_005843885.1_to_GCF_000005845.2:143,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,384028,388103,+,NC_000913.3,4641652,2451581,2455683,3300,4114,0.80213904,60,P,211,4945,false,false
GCF_005843885.1_to_GCF_000005845.2:144,GCF_005843885.1_to_GCF_000005845.2,GCF_005843885.1,GCF_000005845.2,NZ_CP040443.1,5120753,4490965,4491260,+,NC_000913.3,4641652,1419195,1419490,277,295,0.93898305,60,P,133,4906,false,false
